Site ID,Source,Sample Group,Date,DO,SC,Field pH,Lab pH,Alkalinity,Gas Rover Reading,F,Cl,SO4,Br,NO3,Al,Ba,Ca,Fe,K,Mg,Mn,Na,P,Si,Sr,Ti,Li,Be,Ni,Cu,As,Cd,Tl,Pb,U,87Sr/86Sr,Benzene,Toluene,Ethylbenzene,"m,p-Xylene",o-Xylene,Xylene(total),Methane,Ethane,Propane,δ13C1(‰),δDC1(‰),δ13C2(‰),Near_Road_DIST,NEAR_UOG_DIST,Impoundment_DIST,Recent_Spill_DIST,NEAR_MINE_DIST,NEAR_COG_DIST,TPI300
Sample_060,well,HS,2024-08-12,0.62,526.0,7.41,7.59,232.0,5.0,0.346,16.6,23.5,0.0501156515034695,0.74,0.01,0.23,45.3,0.005,2.36,24.4,0.01,27.7,0.01,4.79,1.8,,14.6,0.05,0.19,0.2,0.36,0.05,0.11,0.05,0.05,0.711616,0.04,0.04,0.04,0.08,0.06,0.14,0.02,0.0002,0.0002,,,,1326.744462622665,813.6843395,2836.393041,6213.429822,260.5343893424702,,5
Sample_061,well,Extra,2024-08-12,1.07,548.0,7.05,7.5,264.0,5.0,0.135,2.23,32.4,0.0246723207401696,0.276,0.01,0.17,79.5,0.005,2.07,17.4,0.04,10.9,0.02,7.25,1.07,,10.3,0.05,0.22,3.08,0.48,0.05,0.05,0.16,0.05,0.711747,0.04,0.04,0.04,0.08,0.06,0.14,0.00045,0.0002,0.0002,,,,247.3715163448925,5625.389346,3411.830347,12548.4467,,,4
Sample_062,spring,HS,2024-08-12,8.68,539.0,7.36,7.3,240.0,5.0,0.098,3.79,31.9,0.0246723207401696,6.62,0.01,0.1,101.0,0.005,0.03,6.17,0.005,3.4,0.02,4.07,0.24,,4.87,0.05,0.12,0.05,0.15,0.05,0.05,0.05,0.54,0.711715,0.04,0.04,0.04,0.08,0.06,0.14,0.0002,0.0002,0.0002,,,,29.45836131214838,1516.13447,2248.170348,12562.34507,,,2
Sample_063,well,Extra,2024-08-13,0.409,536.0,6.87,7.24,244.0,5.0,0.129,4.02,41.5,0.0292983808789514,0.118,0.01,0.15,81.7,0.5,1.18,17.2,0.19,4.98,0.02,6.59,0.49,,9.8,0.05,0.11,0.05,0.13,0.05,0.05,0.14,0.05,0.711821,0.04,0.04,0.04,0.08,0.06,0.14,0.0014,0.0002,0.0002,,,,659.0333415477279,4923.022277,3253.482284,12959.5611,,,5
Sample_064,well,Extra,2024-08-13,9.17,525.0,7.18,7.39,247.0,5.0,0.054,1.12,29.2,0.0254433307632999,8.38,0.01,0.14,95.4,0.005,0.91,11.0,0.005,2.04,0.02,5.09,0.26,,3.32,0.05,0.34,4.26,0.05,0.05,0.05,0.05,0.26,0.711478,0.04,0.04,0.1,0.08,0.06,0.14,0.00085,0.0002,0.0002,,,,849.2491355791459,4574.389916,3359.952051,12842.28124,,,5
Sample_065,spring,HS/I,2024-08-13,0.587,620.0,7.02,7.54,304.0,5.0,0.066,11.4,29.7,0.0354664610639938,7.47,0.02,0.17,127.0,0.005,1.47,7.85,0.005,5.26,0.02,5.52,0.28,,6.9,0.05,0.34,4.9,0.12,0.05,0.05,0.39,0.94,0.711667,0.04,0.04,0.04,0.08,0.06,0.14,0.0002,0.0002,0.0003,,,,2106.216916675378,504.0010228,1814.130068,10276.45176,,,6
Sample_066,well,HS,2024-08-13,1.83,2392.0,6.63,6.92,322.0,5.0,0.11,568.0,71.6,0.1241326137239784,3.34,0.01,0.14,219.0,0.01,3.59,37.1,0.005,193.0,0.02,5.96,1.33,,18.1,0.05,1.21,13.2,0.24,0.05,0.05,0.56,0.68,0.711433,0.04,0.04,0.04,0.08,0.06,0.14,0.0001,0.0001,0.0002,,,,2947.119256933481,918.7072848,2965.891574,4601.60802,0.0,,4
Sample_067,well,HS,2024-08-13,2.14,842.0,7.09,7.39,264.0,5.0,0.116,79.3,56.8,0.0316114109483423,1.29,0.01,0.1,126.0,0.005,2.03,21.3,0.01,12.6,0.02,4.87,0.48,,13.1,0.05,0.55,3.36,0.11,0.05,0.05,0.24,0.42,0.711286,0.04,0.04,0.04,0.08,0.06,0.14,0.0001,0.0002,0.0002,,,,3026.322207507466,1016.83808,2902.683634,4571.516422,10.60422894963129,,5
Sample_068,well,Extra,2024-08-14,0.828,1121.0,6.48,6.95,171.70000000000002,5.0,0.114,217.0,38.0,0.07710100231303,0.597,0.01,0.15,136.0,0.06,2.07,25.8,0.07,31.5,0.01,5.81,0.54,,11.5,0.05,0.52,2.33,0.1,0.05,0.05,0.19,0.25,0.711589,0.04,0.04,0.04,0.08,0.06,0.14,0.0066,0.0002,0.0002,,,,28.52360731,3771.13207,3929.700532,9413.939202,,,4
Sample_069,well,C,2024-08-14,7.57,554.0,7.14,7.6,277.2,,0.115,4.83,21.1,0.0239013107170393,1.9,0.01,0.17,92.3,0.005,1.46,9.92,0.01,12.7,0.02,4.77,0.51,,7.59,0.05,0.54,5.61,0.05,0.05,0.05,0.05,0.26,0.711478,0.04,0.04,0.04,0.08,0.06,0.14,0.0001,0.0001,0.0002,,,,945.3552409778856,5044.635854,5120.163149,9483.927123,,,2
Sample_070,spring,C,2024-08-14,9.06,553.0,7.37,7.74,270.0,,0.101,6.64,20.7,0.0223592906707787,1.31,0.01,0.15,98.4,0.005,0.98,10.8,0.005,3.48,0.03,4.26,0.32,,3.72,0.05,0.16,1.82,0.05,0.05,0.05,0.05,0.27,0.711335,0.04,0.04,0.04,0.08,0.06,0.14,0.0002,0.0002,0.0002,,,,879.8439405555652,5012.396604,5073.02265,9452.532657,,,1
Sample_071,well,HS/I,2024-08-14,0.398,809.0,7.36,7.63,404.0,,1.4,8.54,26.8,0.0593677717810331,6.23,0.01,0.18,40.9,0.005,3.26,10.3,0.01,138.0,0.03,5.23,0.61,,13.1,0.05,0.29,2.53,0.18,0.05,0.05,0.35,0.19,0.711666,0.04,0.04,0.04,0.08,0.06,0.14,0.0041,0.0002,0.0002,,,,1526.118683904431,589.1525363,1231.733047,9772.416767,,,4
Sample_072,spring,HS/I,2024-08-14,8.49,672.0,7.87,7.84,294.0,,0.076,11.0,41.0,0.0331534309946029,26.8,0.01,0.15,117.0,0.005,2.47,17.6,0.005,9.64,0.04,4.93,0.39,,4.86,0.05,0.23,0.11,0.18,0.05,0.05,0.05,0.53,0.71134,0.04,0.04,0.04,0.08,0.06,0.14,0.0002,0.0002,0.0003,,,,1526.118683904431,589.1525363,1231.733047,9772.416767,,,4
Sample_073,well,C,2024-08-14,0.345,590.0,6.67,7.17,260.0,5.0,0.086,6.49,45.3,0.0285273708558211,0.179,0.01,0.1,107.0,0.005,0.95,10.3,0.02,3.62,0.02,4.66,0.4,,7.66,0.05,0.43,0.05,0.05,0.05,0.05,0.05,0.22,0.711574,0.04,0.04,0.04,0.08,0.06,0.14,0.0003,0.0002,0.0002,,,,1193.326843968181,5257.694582,5355.398192,9443.601523,,,5
Sample_074,well,Extra,2024-08-15,5.98,426.7,6.68,7.58,196.0,7.0,0.178,2.72,31.7,0.0277563608326908,2.31,0.02,0.11,69.4,0.005,1.26,10.6,0.005,4.26,0.01,6.82,0.24,,11.5,0.05,0.16,3.85,0.29,0.05,0.05,0.05,0.28,0.711522,0.04,0.04,0.04,0.08,0.06,0.14,0.00042,0.0002,0.0002,,,,202.9293502909491,3071.148463,3553.887289,9828.503719,851.2008831811498,,4
Sample_075,spring,HS,2024-08-15,6.49,691.0,6.88,7.22,324.0,5.0,0.094,5.0,33.0,0.0239013107170393,11.5,0.01,0.16,129.0,0.005,2.73,11.2,0.005,5.24,0.03,5.05,0.38,,4.79,0.05,0.35,4.62,0.13,0.05,0.05,0.11,0.59,0.711517,0.04,0.04,0.04,0.08,0.06,0.14,0.0028,0.0001,0.0002,,,,1112.144014770462,1098.946334,3303.558073,11545.50799,,,4
Sample_076,well,Extra,2024-08-15,1.67,666.0,6.69,7.28,223.0,5.0,0.195,51.1,32.8,0.0501156515034695,2.24,0.01,0.17,86.7,0.005,2.03,14.9,0.005,25.7,0.02,5.66,0.45,,13.5,0.05,1.47,5.25,0.05,0.05,0.05,0.77,0.48,0.71169,0.04,0.04,0.04,0.08,0.06,0.14,0.0002,0.0002,0.0003,,,,25.90582646585288,2991.064351,3396.709552,9574.119282,919.7253997802218,,4
Sample_077,well,HS,2024-08-15,4.02,1354.0,6.37,6.62,175.0,5.0,0.131,286.0,53.2,0.0732459521973785,0.191,0.02,0.05,177.0,0.06,2.66,13.7,0.41,60.6,0.01,7.15,0.5,,34.5,0.05,1.14,1.9,0.05,0.05,0.05,0.05,0.05,0.711652,0.04,0.04,0.04,0.08,0.06,0.14,0.0003,0.0002,0.0002,,,,19.12887125648092,783.3251927,3971.173066,10956.97484,,,5
Sample_078,well,HS,2024-08-15,1.09,967.0,6.91,7.18,208.0,5.0,0.072,159.0,26.2,0.0439475713184271,2.47,0.01,0.19,133.0,0.005,2.66,27.7,0.03,10.4,0.01,5.38,0.39,,12.2,0.05,0.37,5.85,0.05,0.05,0.05,0.11,0.47,0.71218,0.04,0.04,0.04,0.08,0.06,0.14,0.0003,0.0002,0.0002,,,,86.53714774,626.0040743,3873.018222,10800.74643,,,6
Sample_079,well,HS/I,2024-08-16,0.707,658.0,7.2,7.5,309.0,5.0,0.32,17.2,23.0,0.0408635312259059,0.327,0.01,0.19,50.1,0.005,2.08,10.4,0.005,85.9,0.02,5.44,0.94,,13.9,0.05,0.14,2.01,0.27,0.05,0.05,0.14,0.19,0.711548,0.04,0.04,0.04,0.08,0.06,0.14,0.02,0.0002,0.0002,,,,2840.997464973573,1709.499297,1714.696848,6671.218973,,,4
Sample_080,well,Extra,2024-08-16,8.22,677.0,7.05,7.14,244.0,5.0,0.09,2.86,115.0,0.0254433307632999,0.299,0.01,0.07,134.0,0.005,1.48,7.75,0.005,2.89,0.01,4.21,0.35,,11.1,0.05,0.65,2.97,0.1,0.05,0.05,0.3,0.35,0.711512,0.04,0.04,0.04,0.08,0.06,0.14,0.0002,0.0002,0.0002,,,,225.0019364901689,3044.598013,4480.479736,11999.63339,,,6
Sample_081,well,S,2024-09-16,4.24,728.0,6.76,6.89,305.0,11.0,0.129,20.5,55.9,0.0315533980582524,1.51,0.01,0.18,106.0,0.005,1.43,20.5,0.01,14.2,0.02,5.67,0.79,,7.08,0.05,0.54,22.2,0.13,0.05,0.05,0.14,0.23,,0.04,0.04,0.04,0.08,0.06,0.14,0.0058,0.0002,0.0002,,,,1352.842618389873,8385.757069,8160.428689,1954.969634,0.0,,2
Sample_082,well,S,2024-09-16,1.06,3485.0,7.43,7.77,541.0,5.0,3.52,697.0,9.68,5.8128514056224905,1.78,0.01,2.05,19.5,0.005,5.22,9.96,0.005,622.0,0.02,3.48,2.1,,61.9,0.05,0.17,4.43,0.05,0.05,0.05,0.13,0.05,,0.04,0.04,0.04,0.08,0.06,0.14,0.14,0.0,0.0002,,,,1298.670715281142,11098.43661,21563.57089,2422.401229,0.0,393.6237580945696,1
Sample_083,well,S,2024-09-16,6.75,621.0,7.23,7.62,183.0,5.0,0.287,23.8,110.0,0.0590614886731391,6.36,0.01,0.09,73.7,0.005,2.21,10.4,0.005,33.1,0.07,3.42,0.27,,4.35,0.05,0.37,2.08,0.12,0.05,0.05,0.12,0.4,,0.06,0.1,0.04,0.08,0.08,0.16,0.00029,0.0001,0.0002,,,,888.6189889555626,10952.76109,10971.31468,2824.575755,,,5
Sample_084,well,S,2024-09-16,0.416,686.0,7.08,7.32,272.0,5.0,0.242,21.5,72.1,0.0315533980582524,0.038,0.01,0.05,83.3,0.005,2.19,28.5,0.06,14.7,0.02,5.9,0.55,,11.4,0.05,0.32,1.56,0.12,0.05,0.05,0.11,0.35,,0.04,0.04,0.04,0.08,0.06,0.14,0.0004,0.0002,0.0002,,,,566.9513633221537,5910.536847,11478.09385,2820.231791,0.0,,4
Sample_086,well,S,2024-09-17,0.331,1615.0,8.97,9.08,527.0,63.0,1.43,170.0,1.1,0.1253012048192771,0.116,0.01,0.14,0.67,0.005,1.16,0.31,0.005,331.0,0.07,3.47,0.1,,6.4,0.05,0.15,3.89,0.05,0.05,0.05,0.05,0.05,,0.04,0.04,0.04,0.08,0.06,0.14,57.0,0.58,0.0002,-65.2,-219.3,,240.1539923710536,15746.36363,8070.241876,2975.306196,,,4
Sample_087,well,S,2024-09-17,0.367,563.0,7.05,7.45,256.0,5.0,0.088,26.4,9.34,0.0152610441767068,0.103,0.01,0.81,78.4,0.86,1.73,9.88,0.2,18.9,0.06,8.46,0.61,,3.07,0.05,0.1,0.05,1.78,0.05,0.05,0.05,0.05,,0.04,0.04,0.04,0.08,0.06,0.14,1.5,0.0011,0.0002,-65.87,-153.9,,35.17548511070559,12682.87558,7329.511904,2768.171526,,899.4059657019825,2
Sample_090,well,S,2024-09-17,0.455,551.0,6.05,6.42,88.0,5.0,0.082,80.7,47.8,0.0337349397590361,0.87,0.01,0.07,36.2,0.02,7.01,8.43,0.09,47.3,0.01,6.27,0.25,,5.36,0.05,2.19,2.88,0.05,0.05,0.05,0.14,0.05,,0.04,0.04,0.04,0.08,0.06,0.14,0.0031,0.0002,0.0002,,,,1228.090063327217,4414.79571,4491.557226,2592.088597,,,2
Sample_092,well,HS,2024-11-20,9.2,1056.0,6.88,7.15,251.0,5.0,0.17,122.0,82.5,0.0554216867469879,0.44,0.01,0.04,138.0,0.005,2.84,32.9,0.005,12.7,0.01,9.4,0.78,,38.03,0.05,0.26,5.25,0.56,0.05,0.05,0.1,0.18,,,,,,,,0.041,0.0093,0.0031,,,,506.4529480671798,833.9869833,2915.8719,10001.2577,44.65176018239656,699.4335130787924,4
Sample_093,well,S,2024-11-21,3.69,550.0,6.96,6.94,225.0,,0.082,4.06,27.7,0.033,1.48,0.01,0.14,38.2,0.02,2.33,10.1,0.04,44.5,0.02,4.32,0.78,,8.38,0.05,0.72,2.22,0.18,0.05,0.05,0.28,0.66,,0.216960613,1.561526495,0.259107863,0.953895657,0.46380578,1.417701437,0.2,0.00082,0.00044,,,,5339.040701268111,40020.88102,37439.607,512.4001848,0.0,,4
Sample_094,well,S,2024-11-21,6.75,431.0,6.73,6.74,156.0,,0.115,6.19,28.9,0.029718875502008,10.7,0.01,0.1,55.5,0.005,2.6,11.2,0.005,15.3,0.02,5.05,0.39,,5.03,0.05,0.35,5.38,0.2,0.05,0.05,0.27,0.4,,0.04,0.04,0.04,0.08,0.06,0.14,0.0091,0.0002,0.0001,,,,5437.402042238157,40066.57086,37466.5934,576.7133577,39.14421357558633,,1
